Municipio		Superficie		Autonomía		CP		Provincia		CPJ		Partido_Judicial
Galdames		44,36		País Vasco		48		Bizkaia		4805		Balmaseda
Gamiz-Fika		15,53		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Garai		7,12		País Vasco		48		Bizkaia		4801		Durango
Gatika		17,42		País Vasco		48		Bizkaia		4806		Getxo
Gautegiz Arteaga		13,57		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Gordexola		40,97		País Vasco		48		Bizkaia		4805		Balmaseda
Gorliz		10,19		País Vasco		48		Bizkaia		4806		Getxo
Getxo		11,89		País Vasco		48		Bizkaia		4806		Getxo
Güeñes		41,16		País Vasco		48		Bizkaia		4805		Balmaseda
Gernika-Lumo		8,47		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Gizaburuaga		6,32		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Ibarrangelu		15,56		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Ispaster		22,62		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Izurtza		4,28		País Vasco		48		Bizkaia		4801		Durango
Lanestosa		1,25		País Vasco		48		Bizkaia		4805		Balmaseda
Larrabetzu		21,39		País Vasco		48		Bizkaia		4804		Bilbao
Laukiz		8,16		País Vasco		48		Bizkaia		4806		Getxo
Leioa		8,52		País Vasco		48		Bizkaia		4806		Getxo
Lemoa		15,85		País Vasco		48		Bizkaia		4801		Durango
Lemoiz		18,91		País Vasco		48		Bizkaia		4806		Getxo
Lekeitio		1,90		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Mallabia		23,36		País Vasco		48		Bizkaia		4801		Durango
Mañaria		17,55		País Vasco		48		Bizkaia		4801		Durango
Markina-Xemein		45,49		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Maruri-Jatabe		15,89		País Vasco		48		Bizkaia		4806		Getxo
Mendata		22,39		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Mendexa		6,91		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Meñaka		12,70		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Ugao-Miraballes		5,22		País Vasco		48		Bizkaia		4804		Bilbao
Morga		14,43		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Muxika		50,02		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Mundaka		4,15		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Mungia		46,78		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Aulesti		25,31		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Muskiz		22,04		País Vasco		48		Bizkaia		4802		Barakaldo
Otxandio		12,42		País Vasco		48		Bizkaia		4801		Durango
Ondarroa		3,54		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Urduña/Orduña		33,49		País Vasco		48		Bizkaia		4804		Bilbao
Orozko		102,72		País Vasco		48		Bizkaia		4804		Bilbao
Sukarrieta		2,30		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Plentzia		5,79		País Vasco		48		Bizkaia		4806		Getxo
Portugalete		3,21		País Vasco		48		Bizkaia		4802		Barakaldo
Errigoiti		16,42		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Valle de Trápaga-Trapagaran		13,07		País Vasco		48		Bizkaia		4802		Barakaldo
Lezama		16,54		País Vasco		48		Bizkaia		4804		Bilbao
Santurtzi		7,15		País Vasco		48		Bizkaia		4802		Barakaldo
Ortuella		7,73		País Vasco		48		Bizkaia		4802		Barakaldo
Sestao		3,54		País Vasco		48		Bizkaia		4802		Barakaldo
Sopelana		8,39		País Vasco		48		Bizkaia		4806		Getxo
Sopuerta		42,83		País Vasco		48		Bizkaia		4805		Balmaseda
Trucios-Turtzioz		30,99		País Vasco		48		Bizkaia		4805		Balmaseda
Ubide		2,92		País Vasco		48		Bizkaia		4801		Durango
Urduliz		7,82		País Vasco		48		Bizkaia		4806		Getxo
Balmaseda		22,32		País Vasco		48		Bizkaia		4805		Balmaseda
Atxondo		23,21		País Vasco		48		Bizkaia		4801		Durango
Bedia		16,52		País Vasco		48		Bizkaia		4801		Durango
Areatza		9,14		País Vasco		48		Bizkaia		4801		Durango
Igorre		17,28		País Vasco		48		Bizkaia		4801		Durango
Zaldibar		11,56		País Vasco		48		Bizkaia		4801		Durango
Zalla		30,83		País Vasco		48		Bizkaia		4805		Balmaseda
Zaratamo		10,02		País Vasco		48		Bizkaia		4804		Bilbao
Derio		7,40		País Vasco		48		Bizkaia		4804		Bilbao
Erandio		17,97		País Vasco		48		Bizkaia		4804		Bilbao
Loiu		15,55		País Vasco		48		Bizkaia		4804		Bilbao
Sondika		6,30		País Vasco		48		Bizkaia		4804		Bilbao
Zamudio		18,08		País Vasco		48		Bizkaia		4804		Bilbao
Forua		7,94		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Kortezubi		11,91		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Murueta		5,45		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Nabarniz		11,75		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Iurreta		18,84		País Vasco		48		Bizkaia		4801		Durango
Ajangiz		7,35		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Alonsotegi		16,02		País Vasco		48		Bizkaia		4802		Barakaldo
Zierbena		9,15		País Vasco		48		Bizkaia		4802		Barakaldo
Arratzu		10,34		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Ziortza-Bolibar		18,50		País Vasco		48		Bizkaia		4803		Gernika-Lumo
Abezames		23,26		Castilla y León		49		Zamora		4901		Toro
Alcañices		54,76		Castilla y León		49		Zamora		4902		Zamora
Alcubilla de Nogales		13,67		Castilla y León		49		Zamora		4903		Benavente
Alfaraz de Sayago		73,02		Castilla y León		49		Zamora		4902		Zamora
Algodre		18,18		Castilla y León		49		Zamora		4902		Zamora
Almaraz de Duero		45,61		Castilla y León		49		Zamora		4902		Zamora
Almeida de Sayago		76,37		Castilla y León		49		Zamora		4902		Zamora
Andavías		23,14		Castilla y León		49		Zamora		4902		Zamora
Arcenillas		12,08		Castilla y León		49		Zamora		4902		Zamora
Arcos de la Polvorosa		12,24		Castilla y León		49		Zamora		4903		Benavente
Argañín		12,64		Castilla y León		49		Zamora		4902		Zamora
Argujillo		23,09		Castilla y León		49		Zamora		4902		Zamora
Arquillinos		17,64		Castilla y León		49		Zamora		4902		Zamora
Arrabalde		15,77		Castilla y León		49		Zamora		4903		Benavente
Aspariegos		42,16		Castilla y León		49		Zamora		4902		Zamora
Asturianos		42,60		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Ayoó de Vidriales		59,97		Castilla y León		49		Zamora		4903		Benavente
Barcial del Barco		19,01		Castilla y León		49		Zamora		4903		Benavente
Belver de los Montes		68,55		Castilla y León		49		Zamora		4905		Villalpando
Benavente		45,12		Castilla y León		49		Zamora		4903		Benavente
Benegiles		23,33		Castilla y León		49		Zamora		4902		Zamora
Bermillo de Sayago		189,55		Castilla y León		49		Zamora		4902		Zamora
Bóveda de Toro, La		59,45		Castilla y León		49		Zamora		4901		Toro
Bretó		21,69		Castilla y León		49		Zamora		4903		Benavente
Bretocino		12,93		Castilla y León		49		Zamora		4903		Benavente
Brime de Sog		17,93		Castilla y León		49		Zamora		4903		Benavente
Brime de Urz		14,88		Castilla y León		49		Zamora		4903		Benavente
Burganes de Valverde		33,03		Castilla y León		49		Zamora		4903		Benavente
Bustillo del Oro		15,36		Castilla y León		49		Zamora		4902		Zamora
Cabañas de Sayago		49,77		Castilla y León		49		Zamora		4902		Zamora
Calzadilla de Tera		27,23		Castilla y León		49		Zamora		4903		Benavente
Camarzana de Tera		47,62		Castilla y León		49		Zamora		4903		Benavente
Cañizal		35,29		Castilla y León		49		Zamora		4901		Toro
Cañizo		41,85		Castilla y León		49		Zamora		4905		Villalpando
Carbajales de Alba		53,69		Castilla y León		49		Zamora		4902		Zamora
Carbellino		32,79		Castilla y León		49		Zamora		4902		Zamora
Casaseca de Campeán		12,24		Castilla y León		49		Zamora		4902		Zamora
Casaseca de las Chanas		12,56		Castilla y León		49		Zamora		4902		Zamora
Castrillo de la Guareña		21,91		Castilla y León		49		Zamora		4901		Toro
Castrogonzalo		25,03		Castilla y León		49		Zamora		4903		Benavente
Castronuevo		48,09		Castilla y León		49		Zamora		4905		Villalpando
Castroverde de Campos		64,40		Castilla y León		49		Zamora		4905		Villalpando
Cazurra		8,39		Castilla y León		49		Zamora		4902		Zamora
Cerecinos de Campos		28,58		Castilla y León		49		Zamora		4905		Villalpando
Cerecinos del Carrizal		17,24		Castilla y León		49		Zamora		4902		Zamora
Cernadilla		36,12		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Cobreros		77,70		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Coomonte		10,25		Castilla y León		49		Zamora		4903		Benavente
Coreses		43,16		Castilla y León		49		Zamora		4902		Zamora
Corrales del Vino		75,61		Castilla y León		49		Zamora		4902		Zamora
Cotanes del Monte		14,83		Castilla y León		49		Zamora		4905		Villalpando
Cubillos		24,70		Castilla y León		49		Zamora		4902		Zamora
Cubo de Benavente		31,29		Castilla y León		49		Zamora		4903		Benavente
Cubo de Tierra del Vino, El		34,31		Castilla y León		49		Zamora		4902		Zamora
Cuelgamures		14,67		Castilla y León		49		Zamora		4901		Toro
Entrala		10,00		Castilla y León		49		Zamora		4902		Zamora
Espadañedo		77,35		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Faramontanos de Tábara		54,40		Castilla y León		49		Zamora		4902		Zamora
Fariza		90,40		Castilla y León		49		Zamora		4902		Zamora
Fermoselle		68,13		Castilla y León		49		Zamora		4902		Zamora
Ferreras de Abajo		88,15		Castilla y León		49		Zamora		4902		Zamora
Ferreras de Arriba		47,99		Castilla y León		49		Zamora		4902		Zamora
Ferreruela		94,27		Castilla y León		49		Zamora		4902		Zamora
Figueruela de Arriba		152,96		Castilla y León		49		Zamora		4902		Zamora
Fonfría		132,23		Castilla y León		49		Zamora		4902		Zamora
Fresno de la Polvorosa		4,07		Castilla y León		49		Zamora		4903		Benavente
Fresno de la Ribera		13,13		Castilla y León		49		Zamora		4902		Zamora
Fresno de Sayago		64,51		Castilla y León		49		Zamora		4902		Zamora
Friera de Valverde		19,93		Castilla y León		49		Zamora		4903		Benavente
Fuente Encalada		21,00		Castilla y León		49		Zamora		4903		Benavente
Fuentelapeña		58,19		Castilla y León		49		Zamora		4901		Toro
Fuentesaúco		67,85		Castilla y León		49		Zamora		4901		Toro
Fuentes de Ropel		48,73		Castilla y León		49		Zamora		4903		Benavente
Fuentesecas		14,61		Castilla y León		49		Zamora		4901		Toro
Fuentespreadas		20,07		Castilla y León		49		Zamora		4901		Toro
Galende		90,26		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Gallegos del Pan		15,66		Castilla y León		49		Zamora		4902		Zamora
Gallegos del Río		77,79		Castilla y León		49		Zamora		4902		Zamora
Gamones		13,49		Castilla y León		49		Zamora		4902		Zamora
Gema		17,85		Castilla y León		49		Zamora		4902		Zamora
Granja de Moreruela		41,27		Castilla y León		49		Zamora		4905		Villalpando
Granucillo		32,48		Castilla y León		49		Zamora		4903		Benavente
Guarrate		31,60		Castilla y León		49		Zamora		4901		Toro
Hermisende		108,75		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Hiniesta, La		33,15		Castilla y León		49		Zamora		4902		Zamora
Jambrina		16,64		Castilla y León		49		Zamora		4902		Zamora
Justel		50,90		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Losacino		44,23		Castilla y León		49		Zamora		4902		Zamora
Losacio		21,67		Castilla y León		49		Zamora		4902		Zamora
Lubián		94,39		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Luelmo		36,34		Castilla y León		49		Zamora		4902		Zamora
Maderal, El		29,71		Castilla y León		49		Zamora		4902		Zamora
Madridanos		32,10		Castilla y León		49		Zamora		4902		Zamora
Mahide		108,87		Castilla y León		49		Zamora		4902		Zamora
Maire de Castroponce		14,43		Castilla y León		49		Zamora		4903		Benavente
Malva		27,33		Castilla y León		49		Zamora		4902		Zamora
Manganeses de la Lampreana		60,02		Castilla y León		49		Zamora		4905		Villalpando
Manganeses de la Polvorosa		16,37		Castilla y León		49		Zamora		4903		Benavente
Manzanal de Arriba		130,16		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Manzanal del Barco		26,40		Castilla y León		49		Zamora		4902		Zamora
Manzanal de los Infantes		64,54		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Matilla de Arzón		30,25		Castilla y León		49		Zamora		4903		Benavente
Matilla la Seca		12,13		Castilla y León		49		Zamora		4902		Zamora
Mayalde		43,71		Castilla y León		49		Zamora		4902		Zamora
Melgar de Tera		40,91		Castilla y León		49		Zamora		4903		Benavente
Micereces de Tera		34,04		Castilla y León		49		Zamora		4903		Benavente
Milles de la Polvorosa		18,12		Castilla y León		49		Zamora		4903		Benavente
Molacillos		23,68		Castilla y León		49		Zamora		4902		Zamora
Molezuelas de la Carballeda		34,56		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Mombuey		39,11		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Monfarracinos		22,02		Castilla y León		49		Zamora		4902		Zamora
Montamarta		56,81		Castilla y León		49		Zamora		4902		Zamora
Moral de Sayago		67,04		Castilla y León		49		Zamora		4902		Zamora
Moraleja del Vino		19,49		Castilla y León		49		Zamora		4902		Zamora
Moraleja de Sayago		33,70		Castilla y León		49		Zamora		4902		Zamora
Morales del Vino		23,68		Castilla y León		49		Zamora		4902		Zamora
Morales de Rey		20,14		Castilla y León		49		Zamora		4903		Benavente
Morales de Toro		53,45		Castilla y León		49		Zamora		4901		Toro
Morales de Valverde		18,01		Castilla y León		49		Zamora		4903		Benavente
Moralina		20,90		Castilla y León		49		Zamora		4902		Zamora
Moreruela de los Infanzones		31,26		Castilla y León		49		Zamora		4902		Zamora
Moreruela de Tábara		68,15		Castilla y León		49		Zamora		4902		Zamora
Muelas de los Caballeros		71,58		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Muelas del Pan		72,61		Castilla y León		49		Zamora		4902		Zamora
Muga de Sayago		36,42		Castilla y León		49		Zamora		4902		Zamora
Navianos de Valverde		14,12		Castilla y León		49		Zamora		4903		Benavente
Olmillos de Castro		71,39		Castilla y León		49		Zamora		4902		Zamora
Otero de Bodas		49,94		Castilla y León		49		Zamora		4903		Benavente
Pajares de la Lampreana		27,99		Castilla y León		49		Zamora		4902		Zamora
Palacios del Pan		31,75		Castilla y León		49		Zamora		4902		Zamora
Palacios de Sanabria		37,01		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Pedralba de la Pradería		105,11		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Pego, El		26,81		Castilla y León		49		Zamora		4901		Toro
Peleagonzalo		13,29		Castilla y León		49		Zamora		4901		Toro
Peleas de Abajo		12,01		Castilla y León		49		Zamora		4902		Zamora
Peñausende		95,02		Castilla y León		49		Zamora		4902		Zamora
Peque		38,88		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Perdigón, El		51,22		Castilla y León		49		Zamora		4902		Zamora
Pereruela		160,69		Castilla y León		49		Zamora		4902		Zamora
Perilla de Castro		33,03		Castilla y León		49		Zamora		4902		Zamora
Pías		43,91		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Piedrahita de Castro		20,97		Castilla y León		49		Zamora		4902		Zamora
Pinilla de Toro		24,36		Castilla y León		49		Zamora		4901		Toro
Pino del Oro		29,57		Castilla y León		49		Zamora		4902		Zamora
Piñero, El		19,71		Castilla y León		49		Zamora		4902		Zamora
Pobladura del Valle		14,15		Castilla y León		49		Zamora		4903		Benavente
Pobladura de Valderaduey		12,56		Castilla y León		49		Zamora		4905		Villalpando
Porto		200,82		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Pozoantiguo		37,32		Castilla y León		49		Zamora		4901		Toro
Pozuelo de Tábara		25,39		Castilla y León		49		Zamora		4902		Zamora
Prado		10,90		Castilla y León		49		Zamora		4905		Villalpando
Puebla de Sanabria		81,39		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Pueblica de Valverde		25,74		Castilla y León		49		Zamora		4903		Benavente
Quintanilla del Monte		21,72		Castilla y León		49		Zamora		4905		Villalpando
Quintanilla del Olmo		12,71		Castilla y León		49		Zamora		4905		Villalpando
Quintanilla de Urz		10,10		Castilla y León		49		Zamora		4903		Benavente
Quiruelas de Vidriales		27,99		Castilla y León		49		Zamora		4903		Benavente
Rabanales		80,04		Castilla y León		49		Zamora		4902		Zamora
Rábano de Aliste		56,15		Castilla y León		49		Zamora		4902		Zamora
Requejo		46,10		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Revellinos		27,64		Castilla y León		49		Zamora		4905		Villalpando
Riofrío de Aliste		111,70		Castilla y León		49		Zamora		4902		Zamora
Rionegro del Puente		53,44		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Roales		10,78		Castilla y León		49		Zamora		4902		Zamora
Robleda-Cervantes		32,47		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Roelos de Sayago		54,99		Castilla y León		49		Zamora		4902		Zamora
Rosinos de la Requejada		154,78		Castilla y León		49		Zamora		4904		Puebla de Sanabria
Salce		34,86		Castilla y León		49		Zamora		4902		Zamora
Samir de los Caños		36,58		Castilla y León		49		Zamora		4902		Zamora
San Agustín del Pozo		14,47		Castilla y León		49		Zamora		4905		Villalpando
San Cebrián de Castro		66,15		Castilla y León		49		Zamora		4902		Zamora
San Cristóbal de Entreviñas		42,53		Castilla y León		49		Zamora		4903		Benavente
San Esteban del Molar		25,03		Castilla y León		49		Zamora		4905		Villalpando
San Justo		75,12		Castilla y León		49		Zamora		4904		Puebla de Sanabria
San Martín de Valderaduey		23,94		Castilla y León		49		Zamora		4905		Villalpando
San Miguel de la Ribera		26,25		Castilla y León		49		Zamora		4902		Zamora
